"price","address","squares","type","year","age","bed","bath","tax","fee"
"$739,000","408 2083 W 33rd Avenue, Vancouver West, BC","702 sq.ft.","Residential, Condo","2003","15","1","1","$1,497",NA
"$739,000","413 1150 E 29th Street, North Vancouver, BC","902 sq.ft.","Residential, Condo","2002","16","2","2","$2,972",NA
"$739,000","1601 68 Smithe Street, Vancouver West, BC","570 sq.ft.","Residential, Condo","2016","2","1","1","$1,530",NA
"$739,000","603 6055 Nelson Avenue, Burnaby, BC","1,086 sq.ft.","Residential, Condo","1988","30","2","2","$2,365",NA
"$739,000","1203 2088 Madison Avenue, Burnaby, BC","1,000 sq.ft.","Residential, Condo","2005","13","2","2","$2,471",NA
"$739,000","302 2033 W 10th Avenue, Vancouver West, BC","558 sq.ft.","Residential, Condo","2017","1","1","1","$1,548",NA
"$739,000","409 1680 W 4th Avenue, Vancouver West, BC","678 sq.ft.","Residential, Condo","2009","9","1","1","$1,604",NA
"$738,888","1003 6282 Kathleen Avenue, Burnaby, BC","1,158 sq.ft.","Residential, Condo","1986","32","2","2","$2,219",NA
"$738,800","1506 5900 Alderbridge Way, Richmond, BC","970 sq.ft.","Residential, Condo","2008","10","2","2","$1,735",NA
"$738,800","3309 4189 Halifax Street, Burnaby, BC","769 sq.ft.","Residential, Condo","2015","3","2","2","$2,582",NA
"$738,800","506 1225 Richards Street, Vancouver West, BC","614 sq.ft.","Residential, Condo","2004","14","1","1","$1,459",NA
"$738,000","803 9099 Cook Road, Richmond, BC","897 sq.ft.","Residential, Condo","2015","3","2","2","$2,086",NA
"$738,000","1503 110 Brew Street, Port Moody, BC","994 sq.ft.","Residential, Condo","2008","10","2","2","$2,189",NA
"$738,000","1805 8 Laguna Court, New Westminster, BC","1,358 sq.ft.","Residential, Condo","1992","26","2","2","$2,249",NA
"$738,000","801 8297 Saba Road, Richmond, BC","996 sq.ft.","Residential, Condo","1996","22","3","2","$1,485",NA
"$738,000","2608 5470 Ormidale Street, Vancouver East, BC","752 sq.ft.","Residential, Condo","2018",NA,"2","2","$1,125",NA
"$738,000","1706 5068 Kwantlen Street, Richmond, BC","838 sq.ft.","Residential, Condo","2006","12","2","2","$1,530",NA
"$738,000","1606 6688 Arcola Street, Burnaby, BC","875 sq.ft.","Residential, Condo","2011","7","2","2","$2,331",NA
"$738,000","211 9333 Tomicki Avenue, Richmond, BC","916 sq.ft.","Residential, Condo","2014","4","2","2","$1,815",NA
"$738,000","315 7088 Salisbury Avenue, Burnaby, BC","1,078 sq.ft.","Residential, Condo","2008","10","2","2","$2,392",NA
"$738,000","905 400 Capilano Road, Port Moody, BC","1,108 sq.ft.","Residential, Condo","2008","10","2","2","$2,378",NA
"$738,000","302 612 Fifth Avenue, New Westminster, BC","1,258 sq.ft.","Residential, Condo","1990","28","2","2","$2,183",NA
"$738,000","1609 1331 W Georgia Street, Vancouver West, BC","672 sq.ft.","Residential, Condo","1997","21","1","1","$1,462",NA
"$738,000","1609 7380 Elmbridge Way, Richmond, BC","1,045 sq.ft.","Residential, Condo","1996","22","2","2","$1,740",NA
"$738,000","313 1150 Quayside Drive, New Westminster, BC","973 sq.ft.","Residential, Condo","1988","30","2","2","$1,729",NA
"$738,000","917 8080 Cambie Road, Richmond, BC","840 sq.ft.","Residential, Condo","2008","10","2","2","$1,847",NA
"$738,000","1106 5068 Kwantlen Street, Richmond, BC","838 sq.ft.","Residential, Condo","2006","12","2","2","$1,772",NA
"$738,000","301 5388 Grimmer Street, Burnaby, BC","1,138 sq.ft.","Residential, Condo","2011","7","3","2","$2,547",NA
"$738,000","1401 1028 Barclay Street, Vancouver West, BC","668 sq.ft.","Residential, Condo","2011","7","1","1","$1,789",NA
"$738,000","1403 2345 Madison Avenue, Burnaby, BC","869 sq.ft.","Residential, Condo","2007","11","2","2","$2,566",NA
"$738,000","307 1001 Richards Street, Vancouver West, BC","698 sq.ft.","Residential, Condo","2004","14","1","1","$1,713",NA
"$738,000","308 1888 York Avenue, Vancouver West, BC","780 sq.ft.","Residential, Condo","1994","24","1","1","$1,482",NA
"$738,000","2105 651 Nootka Way, Port Moody, BC","830 sq.ft.","Residential, Condo","2008","10","2","2","$2,430",NA
"$737,000","303 4323 Gallant Avenue, North Vancouver, BC","839 sq.ft.","Residential, Condo","1983","35","1","1","$1,463",NA
"$736,000","712 1133 Homer Street, Vancouver West, BC","635 sq.ft.","Residential, Condo","2008","10","1","1","$1,666",NA
"$736,000","1901 4250 Dawson Street, Burnaby, BC","840 sq.ft.","Residential, Condo","2008","10","2","2","$2,529",NA
"$735,000","3009 1009 Expo Boulevard, Vancouver West, BC","677 sq.ft.","Residential, Condo","1998","20","1","1","$1,581",NA
"$735,000","1003 9099 Cook Road, Richmond, BC","896 sq.ft.","Residential, Condo","2015","3","2","2","$1,772",NA
"$735,000","602 680 Seylynn Crescent, North Vancouver, BC","845 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$735,000","1206 1028 Barclay Street, Vancouver West, BC","598 sq.ft.","Residential, Condo","2011","7","1","1","$1,634",NA
"$735,000","502 1033 Marinaside Crescent, Vancouver West, BC","582 sq.ft.","Residential, Condo","2002","16","1","1","$1,636",NA
"$735,000","605 110 Brew Street, Port Moody, BC","1,136 sq.ft.","Residential, Condo","2008","10","2","2","$2,344",NA
"$733,888","2208 4189 Halifax Street, Burnaby, BC","769 sq.ft.","Residential, Condo","2015","3","2","2","$1,877",NA
"$733,000","404 2481 Waterloo Street, Vancouver West, BC","740 sq.ft.","Residential, Condo","2010","8","1","1","$1,407",NA
"$732,800","307 2628 Duke Street, Vancouver East, BC","769 sq.ft.","Residential, Condo","2021",NA,"2","2",NA,NA
"$732,000","209 2628 Duke Street, Vancouver East, BC","817 sq.ft.","Residential, Condo","2021",NA,"2","2",NA,NA
"$730,000","2611 1480 Howe Street, Vancouver West, BC","415 sq.ft.","Residential, Condo","2018",NA,"1","1",NA,NA
"$729,900","3517 Coast Meridian Road, Port Coquitlam, BC","2,000 sq.ft.","Residential, Condo","1968","50","4","2","$2,325",NA
"$729,900","1505 1331 Alberni Street, Vancouver West, BC","603 sq.ft.","Residential, Condo","1999","19","1","1","$1,636",NA
"$729,900","1508 125 E 14th Street, North Vancouver, BC","641 sq.ft.","Residential, Condo","2017","1","1","1","$1,892",NA
"$729,900","804 1438 W 7th Avenue, Vancouver West, BC","760 sq.ft.","Residential, Condo","1992","26","1","1","$1,377",NA
"$729,900","2906 6688 Arcola Street, Burnaby, BC","875 sq.ft.","Residential, Condo","2011","7","2","2","$2,643",NA
"$729,900","111 2288 Marstrand Avenue, Vancouver West, BC","719 sq.ft.","Residential, Condo","1998","20","1","1","$1,464",NA
"$729,900","1403 445 W 2nd Avenue, Vancouver West, BC","652 sq.ft.","Residential, Condo","2012","6","1","1","$1,760",NA
"$729,000","603 933 Seymour Street, Vancouver West, BC","704 sq.ft.","Residential, Condo","1998","20","1","1+1","$1,585",NA
"$729,000","500 328 Clarkson Street, New Westminster, BC","1,184 sq.ft.","Residential, Condo","1993","25","3","2","$2,146",NA
"$729,000","2701 977 Mainland Street, Vancouver West, BC","583 sq.ft.","Residential, Condo","2007","11","1","1","$1,780",NA
"$729,000","2002 9868 Cameron Street, Burnaby, BC","955 sq.ft.","Residential, Condo","2009","9","2","2","$2,474",NA
"$729,000","308 1477 Fountain Way, Vancouver West, BC","1,126 sq.ft.","Residential, Condo","1982","36","2","2","$1,708",NA
"$729,000","509 4028 Knight Street, Vancouver East, BC","959 sq.ft.","Residential, Condo","2008","10","2","2","$1,322",NA
"$729,000","303 7500 Abercrombie Drive, Richmond, BC","1,823 sq.ft.","Residential, Condo","1988","30","3","2","$2,210",NA
"$729,000","1607 4670 Assembly Way, Burnaby, BC","663 sq.ft.","Residential, Condo","2018",NA,"1","1","$1,284",NA
"$729,000","1505 155 W 1st Street, North Vancouver, BC","657 sq.ft.","Residential, Condo","2005","13","1","1","$2,039",NA
"$729,000","910 175 W 1st Street, North Vancouver, BC","744 sq.ft.","Residential, Condo","2010","8","1","1","$2,207",NA
"$729,000","406 1723 Alberni Street, Vancouver West, BC","670 sq.ft.","Residential, Condo","1998","20","1","1","$1,590",NA
"$728,800","1503 4360 Beresford Street, Burnaby, BC","637 sq.ft.","Residential, Condo","2017","1","1","1",NA,NA
"$728,800","1206 7360 Elmbridge Way, Richmond, BC","933 sq.ft.","Residential, Condo","2008","10","2","2","$1,763",NA
"$728,000","607 9388 Tomicki Avenue, Richmond, BC","822 sq.ft.","Residential, Condo","2017","1","2","2",NA,NA
"$728,000","113 9299 Tomicki Avenue, Richmond, BC","904 sq.ft.","Residential, Condo","2009","9","2","2","$1,337",NA
"$728,000","1901 271 Francis Way, New Westminster, BC","858 sq.ft.","Residential, Condo","2016","2","2","2","$2,403",NA
"$728,000","610 5811 No. 3 Road, Richmond, BC","938 sq.ft.","Residential, Condo","2007","11","2","2","$1,448",NA
"$728,000","1807 5068 Kwantlen Street, Richmond, BC","825 sq.ft.","Residential, Condo","2006","12","2","2","$1,494",NA
"$728,000","#304 1928 E 11th Avenue, Vancouver East, BC","825 sq.ft.","Residential, Condo","1993","25","2","2","$1,214",NA
"$728,000","1503 7090 Edmonds Street, Burnaby, BC","904 sq.ft.","Residential, Condo","2012","6","2","2","$2,266",NA
"$728,000","2506 788 Hamilton Street, Vancouver West, BC","640 sq.ft.","Residential, Condo","2009","9","1","1","$1,641",NA
"$728,000","903 8871 Lansdowne Road, Richmond, BC","1,000 sq.ft.","Residential, Condo","1995","23","2","2","$1,682",NA
"$728,000","616 8677 Capstan Way, Richmond, BC","810 sq.ft.","Residential, Condo","2016","2","2","2","$1,743",NA
"$728,000","1119 68 Smithe Street, Vancouver West, BC","581 sq.ft.","Residential, Condo","2016","2","1","1","$1,515",NA
"$728,000","1103 1333 W Georgia Street, Vancouver West, BC","560 sq.ft.","Residential, Condo","2006","12","1","1","$1,481",NA
"$728,000","110 523 W King Edward Avenue, Vancouver West, BC","539 sq.ft.","Residential, Condo","2019",NA,"1","1",NA,NA
"$728,000","501 1455 Robson Street, Vancouver West, BC","822 sq.ft.","Residential, Condo","1983","35","2","1","$1,316",NA
"$728,000","1205 7117 Elmbridge Way, Richmond, BC","1,060 sq.ft.","Residential, Condo","2012","6","2","2","$2,175",NA
"$728,000","810 5811 No 3 Road, Richmond, BC","938 sq.ft.","Residential, Condo","2007","11","2","2","$1,772",NA
"$728,000","803 181 W 1st Avenue, Vancouver West, BC","680 sq.ft.","Residential, Condo","2010","8","1","1","$1,639",NA
"$728,000","105 6188 Patterson Avenue, Burnaby, BC","1,109 sq.ft.","Residential, Condo","1993","25","2","2","$2,336",NA
"$726,800","1904 680 Seylynn Crescent, North Vancouver, BC","770 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$726,000","312 220 Salter Street, New Westminster, BC","971 sq.ft.","Residential, Condo","2013","5","2","2","$2,495",NA
"$725,000","101 1649 Comox Street, Vancouver West, BC","970 sq.ft.","Residential, Condo","1974","44","2","2+1","$1,722",NA
"$725,000","606 7373 Westminster Highway, Richmond, BC","971 sq.ft.","Residential, Condo","2008","10","2","2","$1,915",NA
"$725,000","1605 1185 Quayside Drive, New Westminster, BC","1,498 sq.ft.","Residential, Condo","1995","23","3","2","$2,824",NA
"$725,000","1004 983 E Hastings Street, Vancouver East, BC","708 sq.ft.","Residential, Condo","2018",NA,"2","1","$897",NA
"$725,000","208 3900 Moncton Street, Richmond, BC","942 sq.ft.","Residential, Condo","2010","8","2","2","$2,089",NA
"$725,000","11 1949 W 8th Avenue, Vancouver West, BC","807 sq.ft.","Residential, Condo","1982","36","1","1","$1,431",NA
"$725,000","501 7328 Gollner Avenue, Richmond, BC","685 sq.ft.","Residential, Condo","2015","3","1","1","$1,731",NA
"$724,900","1543 Chadwick Avenue, Port Coquitlam, BC","1,763 sq.ft.","Residential, Condo","1975","43","3","2","$3,225",NA
"$724,888","1204 928 Homer Street, Vancouver West, BC","555 sq.ft.","Residential, Condo","2006","12","1","1","$1,548",NA
"$724,000","309 220 Salter Street, New Westminster, BC","972 sq.ft.","Residential, Condo","2013","5","2","2","$2,495",NA
"$723,000","623 723 W 3rd Street, North Vancouver, BC","751 sq.ft.","Residential, Condo","2016","2","1","1","$2,042",NA
"$722,000","704 5899 Wilson Avenue, Burnaby, BC","983 sq.ft.","Residential, Condo","1996","22","2","1","$2,345",NA
"$720,000","307 189 Keefer Street, Vancouver East, BC","665 sq.ft.","Residential, Condo","2015","3","2","1","$1,426",NA
"$720,000","535 5311 Cedarbridge Way, Richmond, BC","860 sq.ft.","Residential, Condo","2016","2","2","2","$1,751",NA
"$720,000","327 2239 Kingsway, Vancouver East, BC","878 sq.ft.","Residential, Condo","2011","7","2","2","$1,365",NA
"$720,000","806 7373 Westminster Highway, Richmond, BC","971 sq.ft.","Residential, Condo","2008","10","2","2","$1,950",NA
"$720,000","312 7777 Royal Oak Avenue, Burnaby, BC","970 sq.ft.","Residential, Condo","2012","6","2","2","$2,568",NA
"$720,000","1708 1055 Richards Street, Vancouver West, BC","576 sq.ft.","Residential, Condo","2009","9","1","1","$1,691",NA
"$720,000","Sl 22 1503 Crown Street, North Vancouver, BC","853 sq.ft.","Residential, Condo","2020",NA,"2","2",NA,NA
"$720,000","703 181 W 1st Avenue, Vancouver West, BC","649 sq.ft.","Residential, Condo","2010","8","1","1","$1,624",NA
"$719,900","704 384 E 1st Avenue, Vancouver East, BC","708 sq.ft.","Residential, Condo","2016","2","1","1","$1,464",NA
"$719,900","203 370 Carrall Street, Vancouver East, BC","789 sq.ft.","Residential, Condo","2011","7","2","1","$1,575",NA
"$719,900","4309 1480 Howe Street, Vancouver West, BC","413 sq.ft.","Residential, Condo","2019",NA,"1","1",NA,NA
"$719,900","2905 4670 Assembly Way, Burnaby, BC","605 sq.ft.","Residential, Condo","2018",NA,"1","1",NA,NA
"$719,900","205 1695 Augusta Avenue, Burnaby, BC","1,089 sq.ft.","Residential, Condo","1988","30","2","2","$2,137",NA
"$719,800","105 1740 Comox Street, Vancouver West, BC","738 sq.ft.","Residential, Condo","1976","42","2","1","$1,412",NA
"$719,000","803 188 Agnes Street, New Westminster, BC","928 sq.ft.","Residential, Condo","2017","1","2","2",NA,NA
"$719,000","307 651 W 45th Avenue, Vancouver West, BC","737 sq.ft.","Residential, Condo","1995","23","1","1","$1,459",NA
"$719,000","318 12931 Railway Avenue, Richmond, BC","1,122 sq.ft.","Residential, Condo","1995","23","2","2","$1,624",NA
"$719,000","205 1133 Hornby Street, Vancouver West, BC","613 sq.ft.","Residential, Condo","2018",NA,"1","1","$884",NA
"$719,000","716 8080 Cambie Road, Richmond, BC","832 sq.ft.","Residential, Condo","2008","10","2","2","$1,685",NA
"$719,000","305 3294 Mt Seymour Parkway, North Vancouver, BC","954 sq.ft.","Residential, Condo","2013","5","2","2","$2,779",NA
"$719,000","3908 128 W Cordova Street, Vancouver West, BC","745 sq.ft.","Residential, Condo","2009","9","2","1","$1,791",NA
"$719,000","1810 1500 Howe Street, Vancouver West, BC","741 sq.ft.","Residential, Condo","1989","29","1","1","$1,567",NA
"$719,000","107 7580 Columbia Street, Vancouver West, BC","1,108 sq.ft.","Residential, Condo","1989","29","2","2","$1,308",NA
"$719,000","201 111 W 10th Avenue, Vancouver West, BC","862 sq.ft.","Residential, Condo","1981","37","2","2+1","$1,574",NA
"$718,888","302 10788 No 5 Road, Richmond, BC","940 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$718,800","405 9299 Tomicki Avenue, Richmond, BC","1,081 sq.ft.","Residential, Condo","2009","9","2","2","$1,587",NA
"$718,800","1107 39 Sixth Street, New Westminster, BC","1,031 sq.ft.","Residential, Condo","2008","10","2","2","$2,524",NA
"$718,800","403 2181 W 12th Avenue, Vancouver West, BC","733 sq.ft.","Residential, Condo","1998","20","1","1","$1,802",NA
"$718,000","2209 7090 Edmonds Street, Burnaby, BC","827 sq.ft.","Residential, Condo","2012","6","2","2","$2,369",NA
"$718,000","1101 295 Guildford Way, Port Moody, BC","1,091 sq.ft.","Residential, Condo","2007","11","2","2","$2,473",NA
"$718,000","101 1263 Barclay Street, Vancouver West, BC","807 sq.ft.","Residential, Condo","1988","30","1","1","$1,434",NA
"$718,000","2103 7090 Edmonds Street, Burnaby, BC","904 sq.ft.","Residential, Condo","2012","6","2","2","$2,528",NA
"$718,000","1606 5885 Olive Avenue, Burnaby, BC","1,187 sq.ft.","Residential, Condo","1990","28","2","2","$1,834",NA
"$718,000","406 188 W 29 Street, North Vancouver, BC","941 sq.ft.","Residential, Condo","2007","11","2","2","$3,052",NA
"$718,000","211 1182 W 16th Street, North Vancouver, BC","895 sq.ft.","Residential, Condo","2013","5","2","2","$3,041",NA
"$716,000","1001 5028 Kwantlen Street, Richmond, BC","818 sq.ft.","Residential, Condo","2006","12","2","2","$1,427",NA
"$715,000","605 1919 Wylie Street, Vancouver West, BC","690 sq.ft.","Residential, Condo","2012","6","1","1","$1,725",NA
"$715,000","410 488 Helmcken Street, Vancouver West, BC","639 sq.ft.","Residential, Condo","1995","23","1","1","$1,308",NA
"$715,000","301 2010 W 8th Avenue, Vancouver West, BC","796 sq.ft.","Residential, Condo","1988","30","2","2","$1,277",NA
"$714,995","707 162 Victory Ship Way, North Vancouver, BC","565 sq.ft.","Residential, Condo","2010","8","1","1","$1,700",NA
"$713,000","1101 1740 Comox Street, Vancouver West, BC","784 sq.ft.","Residential, Condo","1976","42","2","1","$1,505",NA
"$712,800","1317 938 Smithe Street, Vancouver West, BC","607 sq.ft.","Residential, Condo","2005","13","1","1","$1,535",NA
"$712,000","3303 2008 Rosser Avenue, Burnaby, BC","666 sq.ft.","Residential, Condo","2015","3","1","1","$1,694",NA
"$710,800","303 935 W 16th Street, North Vancouver, BC","869 sq.ft.","Residential, Condo","2009","9","2","2","$1,877",NA
"$710,000","1103 7555 Alderbridge Way, Richmond, BC","868 sq.ft.","Residential, Condo","2007","11","2","2","$1,430",NA
"$710,000","703 120 Milross Avenue, Vancouver East, BC","778 sq.ft.","Residential, Condo","2004","14","1","1","$1,592",NA
"$710,000","601 3557 Sawmill Crescent, Vancouver East, BC","875 sq.ft.","Residential, Condo","2018",NA,"2","1",NA,NA
"$710,000","305 159 W 2nd Avenue, Vancouver West, BC","609 sq.ft.","Residential, Condo","2018",NA,"1","1","$1,567",NA
"$710,000","407 108 W Esplanade Avenue, North Vancouver, BC","907 sq.ft.","Residential, Condo","1998","20","2","2","$1,895",NA
"$710,000","301 140 E 14th Street, North Vancouver, BC","1,000 sq.ft.","Residential, Condo","1994","24","2","2","$1,703",NA
"$709,900","1005 5233 Gilbert Road, Richmond, BC","774 sq.ft.","Residential, Condo","2016","2","2","2","$1,371",NA
"$709,900","803 235 Guildford Way, Port Moody, BC","1,100 sq.ft.","Residential, Condo","2004","14","2","2","$2,156",NA
"$709,000","909 5728 Berton Avenue, Vancouver West, BC","562 sq.ft.","Residential, Condo","2014","4","1","1","$1,068",NA
"$709,000","403 9399 Alexandra Road, Richmond, BC","821 sq.ft.","Residential, Condo","2015","3","2","2","$1,703",NA
"$709,000","403 2665 Mountain Highway, North Vancouver, BC","868 sq.ft.","Residential, Condo","2015","3","2","2","$2,835",NA
"$709,000","219 630 Roche Point Drive, North Vancouver, BC","1,241 sq.ft.","Residential, Condo","1995","23","2","2","$2,695",NA
"$709,000","305 2228 Marstrand Avenue, Vancouver West, BC","708 sq.ft.","Residential, Condo","1998","20","1","1","$1,590",NA
"$709,000","2108 4189 Halifax Street, Burnaby, BC","780 sq.ft.","Residential, Condo","2015","3","2","2","$2,532",NA
"$709,000","101 988 W 16th Avenue, Vancouver West, BC","929 sq.ft.","Residential, Condo","1991","27","2","2+1","$1,372",NA
"$709,000","523 2665 Mountain Highway, North Vancouver, BC","858 sq.ft.","Residential, Condo","2015","3","2","2","$3,095",NA
"$706,000","208 20 E Royal Avenue, New Westminster, BC","978 sq.ft.","Residential, Condo","2016","2","2","2","$2,321",NA
"$705,000","107 271 Francis Way, New Westminster, BC","942 sq.ft.","Residential, Condo","2016","2","2","2","$2,313",NA
"$704,900","1802 108 W Cordova Street, Vancouver West, BC","630 sq.ft.","Residential, Condo","2009","9","1","1","$1,267",NA
"$701,900","320 725 Marine Drive, North Vancouver, BC","900 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$701,900","419 725 Marine Drive, North Vancouver, BC","840 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$700,000","706 4505 Hazel Street, Burnaby, BC","906 sq.ft.","Residential, Condo","1998","20","2","2","$2,012",NA
"$700,000","2301 898 Carnarvon Street, New Westminster, BC","1,240 sq.ft.","Residential, Condo","2009","9","2","2","$2,565",NA
"$700,000","1903 1325 Rolston Street, Vancouver West, BC","581 sq.ft.","Residential, Condo","2013","5","1","1","$1,456",NA
"$700,000","506 7108 Edmonds Street, Burnaby, BC","1,116 sq.ft.","Residential, Condo","1991","27","2","2","$2,174",NA
"$699,999","522 1333 Hornby Street, Vancouver West, BC","545 sq.ft.","Residential, Condo","1979","39","1","1","$1,088",NA
"$699,999","201 1631 Comox Street, Vancouver West, BC","800 sq.ft.","Residential, Condo","1979","39","2","1","$1,454",NA
"$699,988","1108 983 E Hastings Street, Vancouver East, BC","725 sq.ft.","Residential, Condo","2018",NA,"2","2","$910",NA
"$699,900","203 1538 Bowser Avenue, North Vancouver, BC","930 sq.ft.","Residential, Condo","1992","26","2","2","$2,627",NA
"$699,900","204 2001 Balsam Street, Vancouver West, BC","987 sq.ft.","Residential, Condo","1980","38","3","1","$1,523",NA
"$699,900","406 3602 Aldercrest Drive, North Vancouver, BC","897 sq.ft.","Residential, Condo","2017","1","2","2",NA,NA
"$699,900","203 1838 Renfrew Street, Vancouver East, BC","852 sq.ft.","Residential, Condo","2017","1","2","2","$1,683",NA
"$699,900","505 6538 Nelson Avenue, Burnaby, BC","552 sq.ft.","Residential, Condo","2017","1","1","1",NA,NA
"$699,900","3508 6538 Nelson Avenue, Burnaby, BC","508 sq.ft.","Residential, Condo","2017","1","1","1","$1,800",NA
"$699,900","2908 6688 Arcola Street, Burnaby, BC","817 sq.ft.","Residential, Condo","2011","7","2","2","$2,307",NA
"$699,900","604 680 Seylynn Crescent, North Vancouver, BC","766 sq.ft.","Residential, Condo","2018",NA,"2","2",NA,NA
"$699,900","202 2001 Wall Street, Vancouver East, BC","925 sq.ft.","Residential, Condo","1997","21","1","1","$1,545",NA
"$699,900","306 921 Thurlow Street, Vancouver West, BC","738 sq.ft.","Residential, Condo","1987","31","1","1","$1,175",NA
"$699,900","3107 488 Sw Marine Drive, Vancouver West, BC","543 sq.ft.","Residential, Condo","2015","3","1","1","$1,390",NA
"$699,900","103 1515 Atlas Lane, Vancouver West, BC","505 sq.ft.","Residential, Condo","2015","3","1","1","$1,557",NA
"$699,900","401 1239 W Georgia Street, Vancouver West, BC","613 sq.ft.","Residential, Condo","1999","19","1","1","$1,368",NA
"$699,900","210 1633 Mackay Avenue, North Vancouver, BC","853 sq.ft.","Residential, Condo","2008","10","2","2","$1,717",NA
"$699,900","102 1135 Quayside Drive, New Westminster, BC","1,373 sq.ft.","Residential, Condo","1989","29","3","2","$1,978",NA
"$699,900","303 702 E King Edward Avenue, Vancouver East, BC","831 sq.ft.","Residential, Condo","2008","10","2","2","$1,407",NA
"$699,900","220 350 E 2nd Avenue, Vancouver East, BC","869 sq.ft.","Residential, Condo","1996","22","1","1","$1,555",NA
"$699,900","1106 1783 Manitoba Street, Vancouver West, BC","597 sq.ft.","Residential, Condo","2015","3","1","1","$1,765",NA
"$699,900","713 3333 Sexsmith Road, Richmond, BC","818 sq.ft.","Residential, Condo","2018",NA,"1","1",NA,NA
"$699,900","210 2321 Scotia Street, Vancouver East, BC","688 sq.ft.","Residential, Condo","2011","7","1","1","$1,495",NA
"$699,900","1401 3980 Carrigan Court, Burnaby, BC","1,307 sq.ft.","Residential, Condo","1985","33","2","2","$2,462",NA
"$699,900","2201 6688 Arcola Street, Burnaby, BC","935 sq.ft.","Residential, Condo","2011","7","2","2","$2,717",NA
"$699,900","2701 660 Nootka Way, Port Moody, BC","929 sq.ft.","Residential, Condo","2009","9","2","2","$2,567",NA
"$699,900","409 2655 Cranberry Drive, Vancouver West, BC","686 sq.ft.","Residential, Condo","2001","17","1","1","$1,614",NA
"$699,900","2002 898 Carnarvon Street, New Westminster, BC","1,189 sq.ft.","Residential, Condo","2009","9","2","2","$2,593",NA
"$699,800","402b 1210 Quayside Drive, New Westminster, BC","1,352 sq.ft.","Residential, Condo","1989","29","2","1","$2,140",NA
"$699,800","302 14100 Riverport Way, Richmond, BC","1,191 sq.ft.","Residential, Condo","2006","12","2","2","$1,832",NA
"$699,800","1008 1833 Crowe Street, Vancouver West, BC","658 sq.ft.","Residential, Condo","2009","9","1","1","$1,711",NA
"$699,800","704 33 W Pender Street, Vancouver West, BC","776 sq.ft.","Residential, Condo","2009","9","1","1","$1,609",NA
"$699,000","2410 833 Seymour Street, Vancouver West, BC","598 sq.ft.","Residential, Condo","2011","7","1","1","$1,364",NA
"$699,000","2802 892 Carnarvon Street, New Westminster, BC","1,152 sq.ft.","Residential, Condo","2009","9","2","2","$2,460",NA
"$699,000","605 198 Aquarius Mews, Vancouver West, BC","526 sq.ft.","Residential, Condo","1999","19","1","1","$1,438",NA
"$699,000","209 2239 Kingsway, Vancouver East, BC","938 sq.ft.","Residential, Condo","2011","7","2","2","$1,346",NA
"$699,000","1204 2020 Fullerton Avenue, North Vancouver, BC","1,001 sq.ft.","Residential, Condo","1975","43","2","2+1","$1,539",NA
"$699,000","1401 833 Seymour Street, Vancouver West, BC","626 sq.ft.","Residential, Condo","2011","7","1","1","$1,471",NA
"$699,000","407 122 E 3rd Street, North Vancouver, BC","872 sq.ft.","Residential, Condo","2006","12","1","2+1","$1,688",NA
"$699,000","221 9399 Odlin Road, Richmond, BC","994 sq.ft.","Residential, Condo","2012","6","2","2","$1,910",NA
"$699,000","423 9311 Alexandra Road, Richmond, BC","964 sq.ft.","Residential, Condo","2015","3","2","2","$1,632",NA
"$699,000","504 1012 Auckland Street, New Westminster, BC","842 sq.ft.","Residential, Condo","2019",NA,"2","2",NA,NA
"$699,000","2005 2008 Rosser Avenue, Burnaby, BC","616 sq.ft.","Residential, Condo","2015","3","1","1","$2,139",NA
"$699,000","102 9877 University Crescent, Burnaby, BC","960 sq.ft.","Residential, Condo","2017","1","2","2","$1,553",NA
"$699,000","230 7088 14th Avenue, Burnaby, BC","878 sq.ft.","Residential, Condo","2015","3","2","2","$2,160",NA
"$699,000","214 7453 Moffatt Road, Richmond, BC","1,228 sq.ft.","Residential, Condo","1989","29","3","2","$1,259",NA
"$699,000","309 7540 Minoru Boulevard, Richmond, BC","1,276 sq.ft.","Residential, Condo","1987","31","2","2","$1,057",NA
"$699,000","1506 1060 Alberni Street, Vancouver West, BC","651 sq.ft.","Residential, Condo","1988","30","1","1","$1,251",NA
"$699,000","201 3437 Kingsway, Vancouver East, BC","1,055 sq.ft.","Residential, Condo","2013","5","2","2","$1,516",NA
"$699,000","1204 1515 Eastern Avenue, North Vancouver, BC","1,042 sq.ft.","Residential, Condo","1982","36","2","1","$1,927",NA
"$699,000","219 6888 Royal Oak Avenue, Burnaby, BC","893 sq.ft.","Residential, Condo","2012","6","2","2","$2,055",NA
"$699,000","1601 5088 Kwantlen Street, Richmond, BC","870 sq.ft.","Residential, Condo","2007","11","2","2","$1,870",NA
"$699,000","318 4989 Duchess Street, Vancouver East, BC","1,100 sq.ft.","Residential, Condo","1998","20","3","2","$1,149",NA
"$699,000","1608 280 Ross Drive, New Westminster, BC","965 sq.ft.","Residential, Condo","2010","8","2","2","$2,248",NA
